DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
02-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14.05,14.5,14.15,14.05,0.1,0.71%,"8,652,000",-
05-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14,14.3,14.05,14.15,-0.1,0.71%,"2,558,100",-
06-Jan-15,SCOM,Safaricom Plc,23.5,33.5,13.8,14.1,13.9,14.05,-0.15,1.07%,"11,810,700",-
07-Jan-15,SCOM,Safaricom Plc,23.5,33.5,13.8,14,13.85,13.9,-0.05,0.36%,"5,022,200",-
08-Jan-15,SCOM,Safaricom Plc,23.5,33.5,13.6,13.9,13.75,13.85,-0.1,0.72%,"3,746,400",-
09-Jan-15,SCOM,Safaricom Plc,23.5,33.5,13,13.85,13.75,13.75,-,-,"2,157,000",-
12-Jan-15,SCOM,Safaricom Plc,23.5,33.5,13.75,14.05,13.85,13.75,0.1,0.73%,"2,374,800",-
13-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14,15,14.7,13.85,0.85,6.14%,"1,348,900",-
14-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14.2,15,14.85,14.7,0.15,1.02%,"10,804,900",-
15-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14.5,14.85,14.6,14.85,-0.25,1.68%,"9,217,600",-
16-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14.5,14.9,14.8,14.6,0.2,1.37%,"5,718,500",-
19-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14.35,14.85,14.55,14.8,-0.25,1.69%,"1,590,100",-
20-Jan-15,SCOM,Safaricom Plc,23.5,33.5,13.9,14.5,13.95,14.55,-0.6,4.12%,"14,468,900",-
21-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14.1,14.85,14.15,13.95,0.2,1.43%,"7,503,300",-
22-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14.1,14.5,14.2,14.15,0.05,0.35%,"3,670,400",-
23-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14.1,14.3,14.15,14.2,-0.05,0.35%,"14,165,800",-
26-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14,14.2,14,14.15,-0.15,1.06%,"7,050,400",-
27-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14,14.2,14.1,14,0.1,0.71%,"5,267,800",-
28-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14.1,14.3,14.15,14.1,0.05,0.35%,"8,606,700",-
29-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14.1,14.2,14.1,14.15,-0.05,0.35%,"7,361,000",-
30-Jan-15,SCOM,Safaricom Plc,23.5,33.5,14.1,14.25,14.15,14.1,0.05,0.35%,"9,095,300",-
02-Feb-15,SCOM,Safaricom Plc,23.5,33.5,14.1,14.3,14.2,14.15,0.05,0.35%,"14,705,700",-
03-Feb-15,SCOM,Safaricom Plc,23.5,33.5,14.2,14.5,14.3,14.2,0.1,0.70%,"1,891,000",-
04-Feb-15,SCOM,Safaricom Plc,23.5,33.5,14.3,14.75,14.45,14.3,0.15,1.05%,"2,274,900",-
05-Feb-15,SCOM,Safaricom Plc,23.5,33.5,14.45,14.75,14.55,14.45,0.1,0.69%,"8,383,600",-
06-Feb-15,SCOM,Safaricom Plc,23.5,33.5,14.45,14.7,14.55,14.55,-,-,"5,472,400",-
09-Feb-15,SCOM,Safaricom Plc,23.5,33.5,14.5,15,14.8,14.55,0.25,1.72%,"13,757,300",-
10-Feb-15,SCOM,Safaricom Plc,23.5,33.5,14.5,14.95,14.75,14.8,-0.05,0.34%,"11,687,700",-
11-Feb-15,SCOM,Safaricom Plc,23.5,33.5,14.6,14.95,14.85,14.75,0.1,0.68%,"12,590,400",-
12-Feb-15,SCOM,Safaricom Plc,23.5,33.5,14.5,14.9,14.75,14.85,-0.1,0.67%,"10,562,500",-
13-Feb-15,SCOM,Safaricom Plc,23.5,33.5,14.85,14.95,14.85,14.75,0.1,0.68%,"25,002,900",-
