DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
05-Feb-19,SCOM,Safaricom Plc,23.5,33.5,26.1,27,26.5,26,0.5,1.92%,"20,158,100",-
06-Feb-19,SCOM,Safaricom Plc,23.5,33.5,26.5,27.2,26.9,26.5,0.4,1.51%,"19,635,000",-
07-Feb-19,SCOM,Safaricom Plc,23.5,33.5,26.9,27.1,27.05,26.9,0.15,0.56%,"12,456,800",-
08-Feb-19,SCOM,Safaricom Plc,23.5,33.5,26.5,27,26.85,27.05,-0.2,0.74%,"22,906,700",-
11-Feb-19,SCOM,Safaricom Plc,23.5,33.5,26.5,26.95,26.8,26.85,-0.05,0.19%,"12,201,400",-
12-Feb-19,SCOM,Safaricom Plc,23.5,33.5,26.8,27,26.9,26.8,0.1,0.37%,"7,061,000",-
13-Feb-19,SCOM,Safaricom Plc,23.5,33.5,26.05,27,26.9,26.9,-,-,"5,822,600",-
14-Feb-19,SCOM,Safaricom Plc,23.5,33.5,25.95,26.85,26.45,26.9,-0.45,1.67%,"12,160,700",-
15-Feb-19,SCOM,Safaricom Plc,23.5,33.5,26,27,26.1,26.45,-0.35,1.32%,"1,611,300",-
18-Feb-19,SCOM,Safaricom Plc,23.5,33.5,25.9,26.9,26.05,26.1,-0.05,0.19%,"10,594,400",-
19-Feb-19,SCOM,Safaricom Plc,23.5,33.5,26,26.5,26.15,26.05,0.1,0.38%,"2,413,900",-
20-Feb-19,SCOM,Safaricom Plc,23.5,33.5,26.05,26.5,26.15,26.15,-,-,"2,628,000",-
21-Feb-19,SCOM,Safaricom Plc,23.5,33.5,26,26.15,26,26.15,-0.15,0.57%,"9,916,300",-
22-Feb-19,SCOM,Safaricom Plc,23.5,33.5,26,26.2,26.05,26,0.05,0.19%,"5,415,200",-
25-Feb-19,SCOM,Safaricom Plc,23.5,33.5,26.15,26.7,26.5,26.05,0.45,1.73%,"4,925,400",-
26-Feb-19,SCOM,Safaricom Plc,23.5,33.5,26.3,26.65,26.6,26.5,0.1,0.38%,"3,376,100",-
27-Feb-19,SCOM,Safaricom Plc,23.5,33.5,26.3,26.7,26.55,26.6,-0.05,0.19%,"4,048,100",-
28-Feb-19,SCOM,Safaricom Plc,23.5,33.5,25.95,26.5,26,26.55,-0.55,2.07%,"13,900,000",-
01-Mar-19,SCOM,Safaricom Plc,23.5,33.5,26,26.5,26.1,26,0.1,0.38%,"9,109,400",-
04-Mar-19,SCOM,Safaricom Plc,23.5,33.5,26.05,26.55,26.45,26.1,0.35,1.34%,"3,349,100",-
05-Mar-19,SCOM,Safaricom Plc,23.5,33.5,26.3,26.55,26.5,26.45,0.05,0.19%,"4,233,400",-
06-Mar-19,SCOM,Safaricom Plc,23.5,33.5,26.4,26.75,26.6,26.5,0.1,0.38%,"5,447,000",-
07-Mar-19,SCOM,Safaricom Plc,23.5,33.5,26.6,27,26.8,26.6,0.2,0.75%,"2,958,300",-
08-Mar-19,SCOM,Safaricom Plc,23.5,33.5,26.8,27.45,27,26.8,0.2,0.75%,"15,997,900",-
11-Mar-19,SCOM,Safaricom Plc,23.5,33.5,26.75,27,26.9,27,-0.1,0.37%,"2,078,300",-
12-Mar-19,SCOM,Safaricom Plc,23.5,33.5,26.7,27,26.9,26.9,-,-,"4,065,500",-
13-Mar-19,SCOM,Safaricom Plc,23.5,33.5,26.5,27,26.75,26.9,-0.15,0.56%,"13,639,600",-
14-Mar-19,SCOM,Safaricom Plc,23.5,33.5,26.75,27.1,27,26.75,0.25,0.93%,"7,634,700",-
15-Mar-19,SCOM,Safaricom Plc,23.5,33.5,26.8,28.1,27.75,27,0.75,2.78%,"9,914,300",-
18-Mar-19,SCOM,Safaricom Plc,23.5,33.5,27.5,28.75,28.5,27.75,0.75,2.70%,"12,842,900",-
19-Mar-19,SCOM,Safaricom Plc,23.5,33.5,27.6,28.5,28,28.5,-0.5,1.75%,"19,000,400",-
20-Mar-19,SCOM,Safaricom Plc,23.5,33.5,28,28.75,28.55,28,0.55,1.96%,"3,771,500",-
21-Mar-19,SCOM,Safaricom Plc,23.5,33.5,28.3,30,28.65,28.55,0.1,0.35%,"7,725,600",-
22-Mar-19,SCOM,Safaricom Plc,23.5,33.5,28,28.65,28.15,28.65,-0.5,1.75%,"6,937,100",-
25-Mar-19,SCOM,Safaricom Plc,23.5,33.5,27.5,28.2,27.95,28.15,-0.2,0.71%,"22,976,100",-
26-Mar-19,SCOM,Safaricom Plc,23.5,33.5,27.2,27.95,27.6,27.95,-0.35,1.25%,"17,525,700",-
27-Mar-19,SCOM,Safaricom Plc,23.5,33.5,26.95,27.75,27.25,27.6,-0.35,1.27%,"8,522,900",-
28-Mar-19,SCOM,Safaricom Plc,23.5,33.5,27,27.25,27.1,27.25,-0.15,0.55%,"1,941,600",-
29-Mar-19,SCOM,Safaricom Plc,23.5,33.5,27,27.7,27.55,27.1,0.45,1.66%,"5,203,900",-
01-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.6,28.1,27.9,27.55,0.35,1.27%,"8,473,300",-
02-Apr-19,SCOM,Safaricom Plc,23.5,33.5,28,28.5,28.1,27.9,0.2,0.72%,"12,059,300",-
03-Apr-19,SCOM,Safaricom Plc,23.5,33.5,28,28.2,28.1,28.1,-,-,"2,479,600",-
04-Apr-19,SCOM,Safaricom Plc,23.5,33.5,28,28.2,28.05,28.1,-0.05,0.18%,"3,202,600",-
05-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.65,28.1,28,28.05,-0.05,0.18%,"11,067,300",-
08-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.65,28,28,28,-,-,"15,722,000",-
09-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.6,28,27.85,28,-0.15,0.54%,"10,031,100",-
10-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.65,28,27.75,27.85,-0.1,0.36%,"10,065,600",-
11-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.6,27.8,27.7,27.75,-0.05,0.18%,"3,305,000",-
12-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.05,27.75,27.5,27.7,-0.2,0.72%,"6,692,400",-
15-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.05,27.5,27.3,27.5,-0.2,0.73%,"1,273,300",-
16-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.3,27.75,27.5,27.3,0.2,0.73%,"7,255,600",-
17-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.6,28,27.85,27.5,0.35,1.27%,"2,210,700",-
18-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.65,28,27.85,27.85,-,-,"1,773,800",-
23-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.65,28,27.95,27.85,0.1,0.36%,"4,287,700",-
24-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.85,28.1,28,27.95,0.05,0.18%,"8,046,000",-
25-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.9,28.1,27.95,28,-0.05,0.18%,"14,337,500",-
26-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.85,28,27.95,27.95,-,-,"2,881,500",-
29-Apr-19,SCOM,Safaricom Plc,23.5,33.5,27.85,28.5,28,27.95,0.05,0.18%,"3,263,500",-
30-Apr-19,SCOM,Safaricom Plc,23.5,33.5,28.1,28.6,28.15,28,0.15,0.54%,"2,694,500",-
02-May-19,SCOM,Safaricom Plc,23.5,33.5,28.25,30,29.55,28.15,1.4,4.97%,"7,890,300",-
03-May-19,SCOM,Safaricom Plc,23.5,33.5,28.35,30,29.25,29.55,-0.3,1.02%,"4,963,400",-
06-May-19,SCOM,Safaricom Plc,23.5,33.5,28.5,29,28.65,29.25,-0.6,2.05%,"2,746,400",-
07-May-19,SCOM,Safaricom Plc,23.5,33.5,28.2,29.5,28.6,28.65,-0.05,0.17%,"4,354,900",-
08-May-19,SCOM,Safaricom Plc,23.5,33.5,28,29,28.15,28.6,-0.45,1.57%,"3,401,200",-
09-May-19,SCOM,Safaricom Plc,23.5,33.5,27.8,28.3,27.95,28.15,-0.2,0.71%,"5,293,700",-
10-May-19,SCOM,Safaricom Plc,23.5,33.5,27.2,27.9,27.45,27.95,-0.5,1.79%,"3,582,300",-
13-May-19,SCOM,Safaricom Plc,23.5,33.5,27,28,27.2,27.45,-0.25,0.91%,"8,460,600",-
14-May-19,SCOM,Safaricom Plc,23.5,33.5,26.1,27.2,26.4,27.2,-0.8,2.94%,"8,458,600",-
15-May-19,SCOM,Safaricom Plc,23.5,33.5,26.35,27.2,26.7,26.4,0.3,1.14%,"9,707,700",-
16-May-19,SCOM,Safaricom Plc,23.5,33.5,26.05,26.7,26.25,26.7,-0.45,1.69%,"6,430,300",-
17-May-19,SCOM,Safaricom Plc,23.5,33.5,26.05,26.6,26.15,26.25,-0.1,0.38%,"12,300,000",-
20-May-19,SCOM,Safaricom Plc,23.5,33.5,26.05,26.5,26.2,26.15,0.05,0.19%,"5,777,400",-
21-May-19,SCOM,Safaricom Plc,23.5,33.5,26,26.5,26.35,26.2,0.15,0.57%,"8,351,400",-
22-May-19,SCOM,Safaricom Plc,23.5,33.5,26.05,27,26.1,26.35,-0.25,0.95%,"13,510,200",-
23-May-19,SCOM,Safaricom Plc,23.5,33.5,26.05,26.25,26.15,26.1,0.05,0.19%,"640,200",-
24-May-19,SCOM,Safaricom Plc,23.5,33.5,26.2,27,26.45,26.15,0.3,1.15%,"12,182,000",-
27-May-19,SCOM,Safaricom Plc,23.5,33.5,26.5,27,26.8,26.45,0.35,1.32%,"889,200",-
28-May-19,SCOM,Safaricom Plc,23.5,33.5,26.9,28.65,28.35,26.8,1.55,5.78%,"28,201,600",-
29-May-19,SCOM,Safaricom Plc,23.5,33.5,27.8,28.3,28,28.35,-0.35,1.23%,"17,196,700",-
30-May-19,SCOM,Safaricom Plc,23.5,33.5,27.4,27.8,27.65,28,-0.35,1.25%,"11,923,400",-
31-May-19,SCOM,Safaricom Plc,23.5,33.5,27,27.65,27.45,27.65,-0.2,0.72%,"7,496,300",-
03-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.4,27.8,27.65,27.45,0.2,0.73%,"1,891,100",-
04-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.6,27.8,27.7,27.65,0.05,0.18%,"6,881,000",-
06-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.65,28,27.7,27.7,-,-,"8,481,500",-
07-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.1,27.9,27.4,27.7,-0.3,1.08%,"1,781,200",-
10-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.05,27.6,27.45,27.4,0.05,0.18%,"1,330,100",-
11-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.2,27.7,27.55,27.45,0.1,0.36%,"1,708,000",-
12-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.3,27.65,27.5,27.55,-0.05,0.18%,"22,670,800",-
13-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.1,27.7,27.35,27.5,-0.15,0.55%,"22,555,700",-
14-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.05,27.5,27.2,27.35,-0.15,0.55%,"5,297,100",-
17-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.1,27.35,27.25,27.2,0.05,0.18%,"20,526,800",-
18-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.1,27.65,27.3,27.25,0.05,0.18%,"9,906,500",-
19-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27,27.3,27,27.3,-0.3,1.10%,"18,546,400",-
20-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27,27.5,27.15,27,0.15,0.56%,"9,180,300",-
21-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.15,27.5,27.25,27.15,0.1,0.37%,"1,207,600",-
24-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.15,27.35,27.3,27.25,0.05,0.18%,"4,054,300",-
25-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.3,28,27.45,27.3,0.15,0.55%,"8,705,800",-
26-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.4,27.9,27.5,27.45,0.05,0.18%,"3,242,100",-
27-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.55,28,27.55,27.5,0.05,0.18%,"5,346,200",-
28-Jun-19,SCOM,Safaricom Plc,23.5,33.5,27.6,28.35,28.1,27.55,0.55,2.00%,"24,611,100",-
01-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.35,28.55,28.15,28.1,0.05,0.18%,"4,827,100",-
02-Jul-19,SCOM,Safaricom Plc,23.5,33.5,28,28.3,28.15,28.15,-,-,"7,980,200",-
03-Jul-19,SCOM,Safaricom Plc,23.5,33.5,28,28.3,28.15,28.15,-,-,"6,185,400",-
04-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.45,28.2,27.75,28.15,-0.4,1.42%,"3,643,000",-
05-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.55,30,27.85,27.75,0.1,0.36%,"14,249,700",-
08-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.2,28,27.55,27.85,-0.3,1.08%,"2,563,400",-
09-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27,27.5,27,27.55,-0.55,2.00%,"10,079,500",-
10-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.2,27.75,27.5,27,0.5,1.85%,"2,979,900",-
11-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.15,27.8,27.45,27.5,-0.05,0.18%,"594,900",-
12-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.5,28.1,27.75,27.45,0.3,1.09%,"3,066,200",-
15-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.25,27.75,27.5,27.75,-0.25,0.90%,"2,829,400",-
16-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.3,28,27.7,27.5,0.2,0.73%,"3,400,800",-
17-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.5,28.05,27.95,27.7,0.25,0.90%,"8,950,600",-
18-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.5,28,27.75,27.95,-0.2,0.72%,"9,863,600",-
19-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.65,28,27.85,27.75,0.1,0.36%,"1,880,000",-
22-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.5,28,27.8,27.85,-0.05,0.18%,"3,407,400",-
23-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.2,28,27.25,27.8,-0.55,1.98%,"6,862,500",-
24-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.35,27.8,27.5,27.25,0.25,0.92%,"7,562,800",-
25-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.35,27.95,27.5,27.5,-,-,"12,020,100",-
26-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.5,27.8,27.6,27.5,0.1,0.36%,"5,645,900",-
29-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.5,27.75,27.55,27.6,-0.05,0.18%,"898,600",-
30-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.4,27.6,27.45,27.55,-0.1,0.36%,"6,603,600",-
31-Jul-19,SCOM,Safaricom Plc,23.5,33.5,27.25,27.55,27.4,27.45,-0.05,0.18%,"10,863,000",-
01-Aug-19,SCOM,Safaricom Plc,23.5,33.5,27.5,28,27.55,27.4,0.15,0.55%,"2,423,000",-
02-Aug-19,SCOM,Safaricom Plc,23.5,33.5,27.5,28,27.6,27.55,0.05,0.18%,"1,658,600",-
05-Aug-19,SCOM,Safaricom Plc,23.5,33.5,27.5,27.65,27.6,27.6,-,-,"1,618,800",-
06-Aug-19,SCOM,Safaricom Plc,23.5,33.5,27.3,27.6,27.45,27.6,-0.15,0.54%,"3,597,900",-
07-Aug-19,SCOM,Safaricom Plc,23.5,33.5,27,27.5,27.2,27.45,-0.25,0.91%,"6,139,400",-
08-Aug-19,SCOM,Safaricom Plc,23.5,33.5,27.05,27.5,27.3,27.2,0.1,0.37%,"2,832,400",-
09-Aug-19,SCOM,Safaricom Plc,23.5,33.5,27.2,28,27.65,27.3,0.35,1.28%,"10,389,600",-
13-Aug-19,SCOM,Safaricom Plc,23.5,33.5,27.5,28.15,27.9,27.65,0.25,0.90%,"4,050,300",-
14-Aug-19,SCOM,Safaricom Plc,23.5,33.5,27.65,28.15,28,27.9,0.1,0.36%,"6,576,500",-
15-Aug-19,SCOM,Safaricom Plc,23.5,33.5,27.7,28.75,28.5,28,0.5,1.79%,"11,502,100",-
16-Aug-19,SCOM,Safaricom Plc,23.5,33.5,28.65,29.6,29.2,28.5,0.7,2.46%,"23,352,400",-
19-Aug-19,SCOM,Safaricom Plc,23.5,33.5,29,29.55,29.45,29.2,0.25,0.86%,"13,620,300",-
20-Aug-19,SCOM,Safaricom Plc,23.5,33.5,28.95,29.9,29.3,29.45,-0.15,0.51%,"33,724,500",-
21-Aug-19,SCOM,Safaricom Plc,23.5,33.5,28.95,29.35,29.1,29.3,-0.2,0.68%,"4,233,900",-
22-Aug-19,SCOM,Safaricom Plc,23.5,33.5,28.95,29.2,29,29.1,-0.1,0.34%,"20,130,900",-
23-Aug-19,SCOM,Safaricom Plc,23.5,33.5,28.75,29.1,28.9,29,-0.1,0.34%,"220,300",-
26-Aug-19,SCOM,Safaricom Plc,23.5,33.5,28,28.9,28.3,28.9,-0.6,2.08%,"1,395,100",-
27-Aug-19,SCOM,Safaricom Plc,23.5,33.5,28.05,28.3,28.2,28.3,-0.1,0.35%,"4,926,000",-
28-Aug-19,SCOM,Safaricom Plc,23.5,33.5,27.95,29,28,28.2,-0.2,0.71%,"2,320,900",-
29-Aug-19,SCOM,Safaricom Plc,23.5,33.5,28,28.4,28.25,28,0.25,0.89%,"1,409,800",-
30-Aug-19,SCOM,Safaricom Plc,23.5,33.5,28,28.3,28.15,28.25,-0.1,0.35%,"3,348,700",-
02-Sep-19,SCOM,Safaricom Plc,23.5,33.5,27.2,28.3,28.05,28.15,-0.1,0.36%,"12,684,500",-
03-Sep-19,SCOM,Safaricom Plc,23.5,33.5,25.55,26.7,26.2,28.05,-1.85,6.60%,"5,592,600",-
04-Sep-19,SCOM,Safaricom Plc,23.5,33.5,26.2,27,26.65,26.2,0.45,1.72%,"12,551,400",-
05-Sep-19,SCOM,Safaricom Plc,23.5,33.5,26.7,28.5,26.85,26.65,0.2,0.75%,"19,366,300",-
06-Sep-19,SCOM,Safaricom Plc,23.5,33.5,26.5,27,26.8,26.85,-0.05,0.19%,"9,506,900",-
09-Sep-19,SCOM,Safaricom Plc,23.5,33.5,26.7,26.95,26.85,26.8,0.05,0.19%,"2,307,800",-
10-Sep-19,SCOM,Safaricom Plc,23.5,33.5,26.9,27.05,26.95,26.85,0.1,0.37%,"3,275,100",-
11-Sep-19,SCOM,Safaricom Plc,23.5,33.5,26.95,27.4,27.05,26.95,0.1,0.37%,"14,255,500",-
12-Sep-19,SCOM,Safaricom Plc,23.5,33.5,27.05,28,27.15,27.05,0.1,0.37%,"1,167,400",-
13-Sep-19,SCOM,Safaricom Plc,23.5,33.5,27.05,27.4,27.15,27.15,-,-,"1,513,000",-
16-Sep-19,SCOM,Safaricom Plc,23.5,33.5,27.1,27.35,27.2,27.15,0.05,0.18%,"1,356,000",-
17-Sep-19,SCOM,Safaricom Plc,23.5,33.5,27.05,27.7,27.15,27.2,-0.05,0.18%,"5,055,900",-
18-Sep-19,SCOM,Safaricom Plc,23.5,33.5,27.15,27.5,27.25,27.15,0.1,0.37%,"1,076,700",-
19-Sep-19,SCOM,Safaricom Plc,23.5,33.5,27.15,27.5,27.2,27.25,-0.05,0.18%,"2,746,200",-
20-Sep-19,SCOM,Safaricom Plc,23.5,33.5,27.25,28,27.35,27.2,0.15,0.55%,"5,855,100",-
23-Sep-19,SCOM,Safaricom Plc,23.5,33.5,27.4,27.6,27.5,27.35,0.15,0.55%,"1,195,000",-
24-Sep-19,SCOM,Safaricom Plc,23.5,33.5,27.35,27.75,27.5,27.5,-,-,"4,280,400",-
25-Sep-19,SCOM,Safaricom Plc,23.5,33.5,27.4,28,27.55,27.5,0.05,0.18%,"30,531,000",-
26-Sep-19,SCOM,Safaricom Plc,23.5,33.5,27,27.5,27.15,27.55,-0.4,1.45%,"2,459,600",-
27-Sep-19,SCOM,Safaricom Plc,23.5,33.5,27.1,27.4,27.1,27.15,-0.05,0.18%,"6,838,100",-
30-Sep-19,SCOM,Safaricom Plc,23.5,33.5,27.2,28,27.5,27.1,0.4,1.48%,"1,392,200",-
01-Oct-19,SCOM,Safaricom Plc,23.5,33.5,27.25,27.75,27.55,27.5,0.05,0.18%,"8,742,600",-
02-Oct-19,SCOM,Safaricom Plc,23.5,33.5,27.5,28,27.65,27.55,0.1,0.36%,"8,347,100",-
03-Oct-19,SCOM,Safaricom Plc,23.5,33.5,27.8,28.2,28.1,27.65,0.45,1.63%,"5,614,900",-
04-Oct-19,SCOM,Safaricom Plc,23.5,33.5,27.8,28.5,28.05,28.1,-0.05,0.18%,"9,273,300",-
07-Oct-19,SCOM,Safaricom Plc,23.5,33.5,27.75,28.55,27.85,28.05,-0.2,0.71%,"4,762,700",-
08-Oct-19,SCOM,Safaricom Plc,23.5,33.5,28,28.35,28.2,27.85,0.35,1.26%,"1,733,300",-
09-Oct-19,SCOM,Safaricom Plc,23.5,33.5,28,28.45,28.3,28.2,0.1,0.35%,"3,544,700",-
11-Oct-19,SCOM,Safaricom Plc,23.5,33.5,28.2,29,28.45,28.3,0.15,0.53%,"4,501,800",-
14-Oct-19,SCOM,Safaricom Plc,23.5,33.5,27.9,28.45,28,28.45,-0.45,1.58%,"1,129,700",-
15-Oct-19,SCOM,Safaricom Plc,23.5,33.5,27.7,28.3,27.9,28,-0.1,0.36%,"502,000",-
16-Oct-19,SCOM,Safaricom Plc,23.5,33.5,27,28,27.9,27.9,-,-,"8,243,800",-
17-Oct-19,SCOM,Safaricom Plc,23.5,33.5,27.85,28.5,28.45,27.9,0.55,1.97%,"5,111,400",-
18-Oct-19,SCOM,Safaricom Plc,23.5,33.5,28,28.5,28.25,28.45,-0.2,0.70%,"3,182,300",-
22-Oct-19,SCOM,Safaricom Plc,23.5,33.5,27.8,28.55,28.45,28.25,0.2,0.71%,"16,056,000",-
23-Oct-19,SCOM,Safaricom Plc,23.5,33.5,28.25,28.55,28.5,28.45,0.05,0.18%,"3,795,000",-
24-Oct-19,SCOM,Safaricom Plc,23.5,33.5,28.4,28.75,28.6,28.5,0.1,0.35%,"3,019,500",-
25-Oct-19,SCOM,Safaricom Plc,23.5,33.5,28.5,28.9,28.7,28.6,0.1,0.35%,"24,186,000",-
28-Oct-19,SCOM,Safaricom Plc,23.5,33.5,28.8,28.95,28.85,28.7,0.15,0.52%,"2,595,300",-
29-Oct-19,SCOM,Safaricom Plc,23.5,33.5,28.8,29,28.9,28.85,0.05,0.17%,"4,306,200",-
30-Oct-19,SCOM,Safaricom Plc,23.5,33.5,28.85,29.6,29.25,28.9,0.35,1.21%,"22,245,100",-
31-Oct-19,SCOM,Safaricom Plc,23.5,33.5,28.9,29.85,29.75,29.25,0.5,1.71%,"23,205,300",-
01-Nov-19,SCOM,Safaricom Plc,23.5,33.5,29.8,30.95,30.3,29.75,0.55,1.85%,"7,080,600",-
04-Nov-19,SCOM,Safaricom Plc,23.5,33.5,29.8,30.6,30.4,30.3,0.1,0.33%,"8,531,600",-
05-Nov-19,SCOM,Safaricom Plc,23.5,33.5,30.4,30.55,30.5,30.4,0.1,0.33%,"6,699,600",-
06-Nov-19,SCOM,Safaricom Plc,23.5,33.5,30.5,31.25,30.7,30.5,0.2,0.66%,"40,264,800",-
07-Nov-19,SCOM,Safaricom Plc,23.5,33.5,30.8,31.5,31.2,30.7,0.5,1.63%,"10,563,700",-
08-Nov-19,SCOM,Safaricom Plc,23.5,33.5,29.8,30.5,30,31.2,-1.2,3.85%,"5,180,600",-
11-Nov-19,SCOM,Safaricom Plc,23.5,33.5,28,29.85,29.4,30,-0.6,2.00%,"3,247,300",-
12-Nov-19,SCOM,Safaricom Plc,23.5,33.5,28.65,29.85,29,29.4,-0.4,1.36%,"15,141,600",-
13-Nov-19,SCOM,Safaricom Plc,23.5,33.5,28.7,30,29.3,29,0.3,1.03%,"2,181,600",-
14-Nov-19,SCOM,Safaricom Plc,23.5,33.5,29,30,29.95,29.3,0.65,2.22%,"9,540,500",-
15-Nov-19,SCOM,Safaricom Plc,23.5,33.5,28.6,29.95,28.75,29.95,-1.2,4.01%,"7,555,600",-
18-Nov-19,SCOM,Safaricom Plc,23.5,33.5,28.4,29.95,28.55,28.75,-0.2,0.70%,"4,095,900",-
